config_id,theta_1,theta_2,theta_3,theta_4,h_1,h_2,h_3,h_4,curved_1,curved_2,curved_3,curved_4,curvature_c,offset_1,offset_2,offset_3,offset_4,generation_seed,batch_index,legal
cf0raw_b20300315_c114,187.68701224101994,118.9868018571576,325.0913916402357,273.60928376300757,1.7027743627906216,2.2689030678908777,1.9348685774536762,1.7855437978515156,False,False,False,True,0.35,0.0,0.0,0.0,-0.002661906182388263,20300315,114,True
cf0raw_b20300315_c115,226.02063938959938,14.845511799069534,100.50123185788497,268.57857049330846,1.978327633813464,1.5582959739287203,1.749249095432508,1.9095005330983597,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,115,True
cf0raw_b20300315_c116,207.25934282083128,296.9712233764805,339.538352559596,23.03546603407348,1.608707618005059,1.6918493740013316,1.8813453748348563,1.6899676243167492,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,116,True
cf0raw_b20300315_c117,206.54483018639564,53.78173001831114,5.068409040070123,160.12132856066557,1.8359046252448437,2.345226931974402,2.1538029478134026,2.425028558557007,False,True,False,False,0.35,0.0,-0.3215897197520792,0.0,0.0,20300315,117,True
cf0raw_b20300315_c118,148.90972758589763,39.474002453924115,308.7202916016592,351.9052926357325,1.909145445889468,2.388561084833142,1.7683586259391753,2.486251956635517,False,False,True,False,0.35,0.0,0.0,-0.6231457836995127,0.0,20300315,118,True
cf0raw_b20300315_c119,180.30456200893354,75.83739092124117,345.73111915354417,238.06217274022484,1.9300867679153033,2.3231412521398704,2.594866266806384,1.5029252977927532,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,119,True
cf0raw_b20300315_c120,162.08714263377533,244.16819259746757,332.97230814612135,50.14217382247037,1.9638861365137819,2.303296888042617,2.1616453357774397,2.0662600872035277,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,120,True
cf0raw_b20300315_c121,193.9016915561025,297.94310723231075,101.3327465242356,247.65011039131164,1.8164557094773244,2.549628738220351,1.53789948812111,1.8504169372080799,False,False,True,False,0.35,0.0,0.0,-0.12156705472639673,0.0,20300315,121,True
cf0raw_b20300315_c122,223.1198837582316,9.486772859520777,59.084311928008404,271.25072042796387,1.7495152094591089,1.546168720208729,1.8987347209299794,1.694803275405794,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,122,True
cf0raw_b20300315_c123,174.01649247394312,17.32297577238626,216.74496790219015,324.111723204066,1.9812493326822502,1.998022578560381,2.569449914040309,2.32184356206013,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,123,True
cf0raw_b20300315_c124,197.16819092894286,125.41368381897911,303.0224304061474,23.354446056687344,1.554650510140254,2.091882248827674,2.4221296962962606,2.2181249477867806,False,False,True,False,0.35,0.0,0.0,-0.006869932590353622,0.0,20300315,124,True
cf0raw_b20300315_c125,122.64230908208934,70.94452829906871,327.2008696870132,234.30546035092195,1.9516425305070142,1.5876757286087988,2.0569119481197236,2.503837151453751,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,125,True
cf0raw_b20300315_c126,194.89671017068162,150.24870244603363,13.380769118758526,281.4149102692402,1.7637369949578103,2.5052799641907106,2.423423452018406,1.755580241388868,False,False,False,False,0.35,0.0,0.0,0.0,0.0,20300315,126,True
cf0raw_b20300315_c127,128.98063196555105,208.17475477699566,267.0098374014146,315.47369222763825,1.9799599133414993,2.183592906292097,1.6889127761650728,1.8877568877215092,False,False,False,True,0.35,0.0,0.0,0.0,-0.5126568049810172,20300315,127,True
